Year,Weight grams,Length mm,Nesting area,days_alive,Initial_Mass g,interval_days,Initial_length mm,NDVI,Mean_Temp C,Rain cm
2017,820.9,162.0,El Chato 1,1295.0,842.4,14.0,162.0,4755.8125,21.4466,1.258
2017,801.1,162.0,El Chato 1,1310.0,820.9,15.0,162.0,4518.544643,21.9264,0.11475
2017,708.0,162.0,El Chato 1,1337.0,801.1,27.0,162.0,4483.892857,22.2544,1.68725
2017,801.0,162.0,El Chato 1,1353.0,708.0,16.0,162.0,4483.892857,22.2544,1.68725
2018,908.0,173.0,El Chato 1,1640.0,927.0,33.0,172.0,4666.814174,23.11458333,0.4
2018,998.0,174.0,El Chato 1,1668.0,908.0,28.0,173.0,4381.333705,24.82459677,0.142857143
2018,1018.0,175.0,El Chato 1,1704.0,998.0,36.0,174.0,4274.161412,24.3875,0.409090909
2019,1113.0,184.0,El Chato 1,1764.0,1024.0,27.0,176.0,6506.58125,25.69758065,16.0
2019,1223.0,185.0,El Chato 1,1799.0,1113.0,35.0,184.0,7700.621875,27.046875,9.107142857
2019,1342.0,189.0,El Chato 1,1823.0,1223.0,24.0,185.0,8653.1,28.55040323,0.45
2019,1440.0,191.0,El Chato 1,1850.0,1342.0,27.0,189.0,8631.134375,27.62083333,8.5
2019,1308.0,196.5708333,El Chato 1,1886.0,1440.0,36.0,191.0,8739.532813,27.34475806,0.710526316
2019,1382.0,198.9583333,El Chato 1,2039.0,1308.0,153.0,196.571,5939.189844,22.75204918,0.535714286
2019,1654.0,200.55,El Chato 1,2073.0,1382.0,34.0,198.958,6162.499023,23.89583333,0.111111111
2019,1571.0,201.3458333,El Chato 1,2100.0,1654.0,27.0,200.55,7165.225635,24.89919355,4.043478261
2020,1558.0,202.1416667,El Chato 1,2130.0,1571.0,30.0,201.346,7055.775,25.86895161,7.058823529
2020,1729.0,208.5083333,El Chato 1,2163.0,1558.0,33.0,202.142,8381.8,27.3512931,13.0
2020,1722.0,213.2833333,El Chato 1,2184.0,1729.0,21.0,208.508,8424.775,28.20967742,4.232142857
2020,1842.0,214.875,El Chato 1,2319.0,1792.0,79.0,214.875,6912.55,23.03427419,2.108108108
2020,1892.0,214.875,El Chato 1,2356.0,1842.0,37.0,214.875,6302.359375,21.97782258,1.1
2020,1802.0,214.875,El Chato 1,2382.0,1892.0,26.0,214.875,5586.4125,22.26666667,1.4
2020,1792.0,217.2625,El Chato 1,2410.0,1802.0,28.0,214.875,5374.8,23.15322581,0.7
2020,1892.0,217.2625,El Chato 1,2437.0,1792.0,27.0,217.263,4942.575,23.78958333,0.8
2020,1842.0,217.2625,El Chato 1,2464.0,1892.0,27.0,217.263,3658.8125,24.7983871,1.542857143
2013,143.1,91.0,El Chato 1,33.0,113.1,10.0,90.0,6917.0,26.77824731,4.505
2013,147.9,92.5,El Chato 1,51.0,143.1,18.0,91.0,6819.5,27.76244193,0.34
2013,154.9,92.5,El Chato 1,56.0,147.9,5.0,92.5,6819.5,27.76244193,0.34
2013,153.9,92.5,El Chato 1,70.0,154.9,14.0,92.5,6819.5,27.76244193,0.34
2013,133.6,92.23,El Chato 1,211.0,139.5,15.0,91.78,3756.5,21.56608333,0.595
2013,135.8,92.48,El Chato 1,216.0,133.6,5.0,92.23,3756.5,21.56608333,0.595
2013,148.8,92.97,El Chato 1,237.0,144.4,7.0,92.69,3561.5,22.26077419,1.785
2013,144.6,93.32,El Chato 1,244.0,148.8,7.0,92.97,3561.5,22.26077419,1.785
2013,148.8,93.74,El Chato 1,253.0,144.6,9.0,93.32,3561.5,22.26077419,1.785
2013,133.8,93.98,El Chato 1,258.0,148.8,5.0,93.74,3561.5,22.26077419,1.785
2013,137.0,94.0,El Chato 1,267.0,133.8,9.0,93.98,5560.25,23.02025,1.445
2013,137.5,94.0,El Chato 1,272.0,137.0,5.0,94.0,5560.25,23.02025,1.445
2013,149.9,94.0,El Chato 1,289.0,137.5,17.0,94.0,5560.25,23.02025,1.445
2013,144.9,94.0,El Chato 1,297.0,149.9,8.0,94.0,9343.0,24.61762903,3.485
2013,147.1,94.2,El Chato 1,304.0,144.9,7.0,94.0,9343.0,24.61762903,3.485
2014,163.1,94.94,El Chato 1,328.0,147.1,24.0,94.2,3452.75,27.0248871,4.08
2014,155.5,94.95,El Chato 1,336.0,163.1,8.0,94.94,3452.75,27.0248871,4.08
2014,148.5,95.74,El Chato 1,356.0,155.5,20.0,94.95,4721.0,28.10894585,3.655
2014,182.5,96.8,El Chato 1,363.0,148.5,7.0,95.74,4721.0,28.10894585,3.655
2014,187.7,97.4,El Chato 1,378.0,182.5,15.0,96.8,4721.0,28.10894585,3.655
2014,171.0,98.7,El Chato 1,385.0,187.7,7.0,97.4,6723.75,28.06854545,3.655
2014,191.0,98.98,El Chato 1,394.0,171.0,9.0,98.7,6723.75,28.06854545,3.655
2014,179.3,99.5,El Chato 1,413.0,191.0,19.0,98.98,7017.0,28.17025,24.735
2014,197.2,100.0,El Chato 1,433.0,179.3,20.0,99.5,7017.0,28.17025,24.735
2014,234.8,105.54,El Chato 1,462.0,197.2,29.0,100.0,6093.75,26.18416129,8.16
2014,217.8,111.6,El Chato 1,497.0,234.8,35.0,105.54,4357.5,24.95566667,2.805
2014,257.75,112.56,El Chato 1,511.0,217.8,14.0,111.6,4378.25,24.01847761,0.51
2014,259.3,115.0,El Chato 1,528.0,257.75,17.0,112.56,4378.25,24.01847761,0.51
2014,276.3,115.0,El Chato 1,580.0,259.3,52.0,115.0,4120.0,22.89525,1.105
2014,269.4,115.0,El Chato 1,603.0,276.3,23.0,115.0,4510.5,23.40795161,2.04
2014,278.3,115.0,El Chato 1,623.0,269.4,20.0,115.0,4510.5,23.40795161,2.04
2014,275.0,115.0,El Chato 1,637.0,278.3,14.0,115.0,5809.75,24.63806639,1.87
2014,257.3,115.0,El Chato 1,665.0,275.0,28.0,115.0,812.0,25.29908065,2.38
2015,253.2,115.21,El Chato 1,693.0,257.3,28.0,115.0,6090.765625,24.87911628,1.785
2015,254.1,116.1,El Chato 1,706.0,253.2,13.0,115.21,6090.765625,24.87911628,1.785
2015,282.1,122.27,El Chato 1,791.0,286.1,53.0,119.0,7294.376953,26.56,17.085
2015,431.3,135.0,El Chato 1,952.0,282.1,161.0,122.27,6330.882813,23.06,1.615
2015,442.0,135.0,El Chato 1,967.0,431.3,15.0,135.0,5593.109131,23.91,0.255
2015,446.3,135.0,El Chato 1,980.0,442.0,13.0,135.0,5593.109131,23.91,0.255
2015,455.9,135.0,El Chato 1,1002.0,446.3,22.0,135.0,5201.421387,24.54,18.53
2015,459.1,135.0,El Chato 1,1015.0,455.9,13.0,135.0,5201.421387,24.54,18.53
2016,540.1,144.0,El Chato 1,1063.0,459.1,48.0,135.0,7410.255301,25.7057,6.8
2016,594.0,147.0,El Chato 1,1070.0,540.1,7.0,144.0,7410.255301,25.7057,6.8
2016,597.6,148.0,El Chato 1,1093.0,594.0,23.0,147.0,7603.396554,27.2639,10.88
2015,119.4,82.66,El Chato 1,15.0,107.4,14.0,79.2,7294.376953,26.56,17.085
2015,138.4,87.52,El Chato 1,43.0,119.4,28.0,82.66,6679.048218,25.59,24.395
2015,144.4,89.35,El Chato 1,58.0,138.4,15.0,87.52,6599.776123,25.55,3.655
2015,161.4,92.1,El Chato 1,70.0,144.4,12.0,89.35,6599.776123,25.55,3.655
2015,178.4,96.13,El Chato 1,101.0,161.4,31.0,92.1,6465.332031,24.65,1.7
2015,172.5,96.33,El Chato 1,126.0,178.4,25.0,96.13,6399.824707,22.98,0.34
2015,183.6,96.62,El Chato 1,148.0,172.5,22.0,96.33,6330.882813,23.06,1.615
2015,170.4,99.0,El Chato 1,162.0,183.6,14.0,96.62,6330.882813,23.06,1.615
2015,197.7,99.0,El Chato 1,177.0,170.4,15.0,99.0,5593.109131,23.91,0.255
2015,179.9,99.0,El Chato 1,190.0,197.7,13.0,99.0,5593.109131,23.91,0.255
2015,191.5,99.0,El Chato 1,212.0,179.9,22.0,99.0,5201.421387,24.54,18.53
2015,208.4,101.0,El Chato 1,225.0,191.5,13.0,99.0,5201.421387,24.54,18.53
2016,248.4,110.0,El Chato 1,273.0,208.4,48.0,101.0,7410.255301,25.7057,6.8
2016,245.0,110.0,El Chato 1,280.0,248.4,7.0,110.0,7410.255301,25.7057,6.8
2016,266.6,113.0,El Chato 1,303.0,245.0,23.0,110.0,7603.396554,27.2639,10.88
2016,281.1,113.0,El Chato 1,350.0,266.6,47.0,113.0,7498.976423,28.2177,0.425
2018,125.0,88.0,El Chato 1,240.0,141.0,33.0,88.0,4666.814174,23.11458333,0.4
2018,138.0,88.0,El Chato 1,268.0,125.0,28.0,88.0,4381.333705,24.82459677,0.142857143
2019,171.0,90.1,El Chato 1,364.0,138.0,96.0,88.0,6506.58125,25.69758065,16.0
2019,166.0,94.0,El Chato 1,399.0,171.0,35.0,90.1,7700.621875,27.046875,9.107142857
2019,173.0,96.0,El Chato 1,423.0,166.0,24.0,94.0,8653.1,28.55040323,0.45
2019,188.0,96.0,El Chato 1,450.0,173.0,27.0,96.0,8631.134375,27.62083333,8.5
2019,192.0,98.0,El Chato 1,486.0,188.0,36.0,96.0,8739.532813,27.34475806,0.710526316
2019,186.0,99.0,El Chato 1,518.0,192.0,32.0,98.0,7680.784436,25.4,0.535714286
2019,188.0,99.0,El Chato 1,546.0,186.0,28.0,99.0,6670.723773,23.28225806,0.710526316
2019,188.0,99.0,El Chato 1,583.0,188.0,37.0,99.0,6251.732251,22.73387097,2.076923077
2019,207.0,99.0,El Chato 1,609.0,188.0,26.0,99.0,6067.211719,22.50416667,0.666666667
2019,213.0,100.0,El Chato 1,639.0,207.0,30.0,99.0,5939.189844,22.75204918,0.535714286
2019,202.0,100.0,El Chato 1,673.0,213.0,34.0,100.0,6162.499023,23.89583333,0.111111111
2019,203.0,101.0,El Chato 1,700.0,202.0,27.0,100.0,7165.225635,24.89919355,4.043478261
2020,244.0,103.0,El Chato 1,730.0,203.0,30.0,101.0,7055.775,25.86895161,7.058823529
2020,281.0,109.0,El Chato 1,763.0,244.0,33.0,103.0,8381.8,27.3512931,13.0
2020,349.0,116.0,El Chato 1,919.0,344.0,79.0,115.0,6912.55,23.03427419,2.108108108
2020,344.0,117.0,El Chato 1,956.0,349.0,37.0,116.0,6302.359375,21.97782258,1.1
2020,364.0,117.0,El Chato 1,982.0,344.0,26.0,117.0,5586.4125,22.26666667,1.4
2020,284.0,118.0,El Chato 1,1010.0,364.0,28.0,117.0,5374.8,23.15322581,0.7
2020,299.0,119.0,El Chato 1,1037.0,284.0,27.0,118.0,4942.575,23.78958333,0.8
2020,314.0,120.0,El Chato 1,1064.0,299.0,27.0,119.0,3658.8125,24.7983871,1.542857143
2021,294.0,120.0,El Chato 1,1099.0,314.0,35.0,120.0,8815.85,26.67741935,3.428571429
2021,344.0,121.6783217,El Chato 1,1127.0,294.0,28.0,120.0,8778.85,27.38616071,38.8
2021,344.0,125.8741259,El Chato 1,1156.0,344.0,29.0,121.678,8451.75625,26.37298387,10.7
2021,394.0,125.8741259,El Chato 1,1183.0,344.0,27.0,125.874,8633.7,27.30208333,1.3
2021,394.0,127.5524476,El Chato 1,1219.0,394.0,36.0,125.874,8572.25,26.04637097,0.5
2021,444.0,130.0699301,El Chato 1,1253.0,394.0,34.0,127.552,8062.0,25.02708333,1.6
2021,444.0,130.0699301,El Chato 1,1282.0,444.0,29.0,130.07,7206.297168,24.08467742,1.170731707
2021,394.0,130.0699301,El Chato 1,1324.0,444.0,42.0,130.07,6790.78374,23.65322581,0.428571429
2021,474.0,130.0699301,El Chato 1,1337.0,394.0,13.0,130.07,6850.528906,23.39166667,1.0
2021,394.0,134.2657343,El Chato 1,1416.0,474.0,79.0,130.07,6920.575,23.36875,0.2
2013,71.1,66.0,El Chato 1,7.0,71.1,6.0,66.0,6811.0,27.42441667,21.165
2014,136.8,91.45,El Chato 1,85.0,86.6,84.0,76.4,4357.5,24.95566667,2.805
2014,156.7,93.57,El Chato 1,99.0,136.8,14.0,91.45,4378.25,24.01847761,0.51
2014,159.4,96.1,El Chato 1,116.0,156.7,17.0,93.57,4378.25,24.01847761,0.51
2014,170.5,97.3,El Chato 1,135.0,159.4,19.0,96.1,5435.0,23.95230645,1.02
2014,190.8,99.36,El Chato 1,168.0,170.5,33.0,97.3,4120.0,22.89525,1.105
2014,204.0,100.98,El Chato 1,191.0,190.8,23.0,99.36,4510.5,23.40795161,2.04
2014,197.9,101.27,El Chato 1,211.0,204.0,20.0,100.98,4510.5,23.40795161,2.04
2014,196.9,101.76,El Chato 1,225.0,197.9,14.0,101.27,5809.75,24.63806639,1.87
2014,200.7,102.43,El Chato 1,253.0,196.9,28.0,101.76,812.0,25.29908065,2.38
2015,213.4,104.48,El Chato 1,281.0,200.7,28.0,102.43,6090.765625,24.87911628,1.785
2015,214.5,105.2,El Chato 1,294.0,213.4,13.0,104.48,6090.765625,24.87911628,1.785
2015,328.1,118.54,El Chato 1,379.0,224.3,53.0,108.44,7294.376953,26.56,17.085
2015,330.1,121.25,El Chato 1,393.0,328.1,14.0,118.54,7294.376953,26.56,17.085
2015,86.4,75.77,El Chato 1,71.0,88.7,53.0,75.38,7294.376953,26.56,17.085
2015,96.4,76.79,El Chato 1,85.0,86.4,14.0,75.77,7294.376953,26.56,17.085
2015,123.4,80.81,El Chato 1,113.0,96.4,28.0,76.79,6679.048218,25.59,24.395
2015,131.4,83.3,El Chato 1,128.0,123.4,15.0,80.81,6599.776123,25.55,3.655
2015,129.4,83.9,El Chato 1,140.0,131.4,12.0,83.3,6599.776123,25.55,3.655
2015,126.4,83.9,El Chato 1,171.0,129.4,31.0,83.9,6465.332031,24.65,1.7
2015,133.5,84.0,El Chato 1,196.0,126.4,25.0,83.9,6399.824707,22.98,0.34
2015,137.5,84.0,El Chato 1,218.0,133.5,22.0,84.0,6330.882813,23.06,1.615
2015,122.5,84.0,El Chato 1,232.0,137.5,14.0,84.0,6330.882813,23.06,1.615
2015,124.9,84.0,El Chato 1,247.0,122.5,15.0,84.0,5593.109131,23.91,0.255
2015,117.6,84.0,El Chato 1,260.0,124.9,13.0,84.0,5593.109131,23.91,0.255
2015,118.2,84.0,El Chato 1,282.0,117.6,22.0,84.0,5201.421387,24.54,18.53
2015,133.4,84.0,El Chato 1,295.0,118.2,13.0,84.0,5201.421387,24.54,18.53
2016,124.4,84.0,El Chato 1,343.0,133.4,48.0,84.0,7410.255301,25.7057,6.8
2016,129.9,86.0,El Chato 1,350.0,124.4,7.0,84.0,7410.255301,25.7057,6.8
2016,123.2,86.0,El Chato 1,379.0,129.9,29.0,86.0,7603.396554,27.2639,10.88
2016,149.3,89.0,El Chato 1,420.0,123.2,41.0,86.0,7498.976423,28.2177,0.425
2016,160.5,89.0,El Chato 1,463.0,149.3,43.0,89.0,8308.848214,26.5732,0.0
2016,154.8,89.0,El Chato 1,477.0,160.5,14.0,89.0,8308.848214,26.5732,0.0
2016,117.0,89.0,El Chato 1,511.0,154.8,34.0,89.0,8442.539063,24.1911,0.68
2016,123.5,89.0,El Chato 1,527.0,117.0,16.0,89.0,7601.90625,22.6697,0.68
2016,117.3,89.0,El Chato 1,548.0,123.5,21.0,89.0,6936.236607,22.6697,0.765
2016,118.2,89.0,El Chato 1,567.0,117.3,19.0,89.0,6936.236607,22.6697,0.765
2013,98.1,76.0,El Chato 1,23.0,78.1,8.0,75.0,6917.0,26.77824731,4.505
2013,91.6,77.0,El Chato 1,33.0,98.1,10.0,76.0,6917.0,26.77824731,4.505
2013,94.2,78.9,El Chato 1,51.0,91.6,18.0,77.0,6819.5,27.76244193,0.34
2013,94.2,79.0,El Chato 1,56.0,94.2,5.0,78.9,6819.5,27.76244193,0.34
2013,88.1,79.0,El Chato 1,70.0,94.2,14.0,79.0,6819.5,27.76244193,0.34
2013,100.6,80.05,El Chato 1,196.0,92.3,41.0,79.5,7299.5,21.59545161,2.295
2013,108.3,81.42,El Chato 1,211.0,100.6,15.0,80.05,3756.5,21.56608333,0.595
2013,104.3,82.11,El Chato 1,216.0,108.3,5.0,81.42,3756.5,21.56608333,0.595
2013,111.3,82.63,El Chato 1,237.0,111.4,7.0,82.58,3561.5,22.26077419,1.785
2013,123.5,83.52,El Chato 1,244.0,111.3,7.0,82.63,3561.5,22.26077419,1.785
2013,123.2,83.75,El Chato 1,253.0,123.5,9.0,83.52,3561.5,22.26077419,1.785
2013,121.2,83.75,El Chato 1,258.0,123.2,5.0,83.75,3561.5,22.26077419,1.785
2013,119.1,83.83,El Chato 1,267.0,121.2,9.0,83.75,5560.25,23.02025,1.445
2013,112.6,83.83,El Chato 1,272.0,119.1,5.0,83.83,5560.25,23.02025,1.445
2013,123.2,84.04,El Chato 1,289.0,112.6,17.0,83.83,5560.25,23.02025,1.445
2013,120.6,84.46,El Chato 1,297.0,123.2,8.0,84.04,9343.0,24.61762903,3.485
2013,123.2,85.0,El Chato 1,304.0,120.6,7.0,84.46,9343.0,24.61762903,3.485
2014,139.11,88.97,El Chato 1,328.0,123.2,24.0,85.0,3452.75,27.0248871,4.08
2014,144.8,89.67,El Chato 1,336.0,139.11,8.0,88.97,3452.75,27.0248871,4.08
2014,154.0,92.5,El Chato 1,356.0,144.8,20.0,89.67,4721.0,28.10894585,3.655
2014,162.2,92.62,El Chato 1,363.0,154.0,7.0,92.5,4721.0,28.10894585,3.655
2014,148.2,93.15,El Chato 1,378.0,162.2,15.0,92.62,4721.0,28.10894585,3.655
2014,165.7,93.98,El Chato 1,385.0,148.2,7.0,93.15,6723.75,28.06854545,3.655
2014,166.9,95.11,El Chato 1,394.0,165.7,9.0,93.98,6723.75,28.06854545,3.655
2014,163.9,95.15,El Chato 1,413.0,166.9,19.0,95.11,7017.0,28.17025,24.735
2014,157.3,95.25,El Chato 1,433.0,163.9,20.0,95.15,7017.0,28.17025,24.735
2014,184.9,100.7,El Chato 1,462.0,157.3,29.0,95.25,6093.75,26.18416129,8.16
2014,218.0,106.99,El Chato 1,497.0,184.9,35.0,100.7,4357.5,24.95566667,2.805
2014,243.2,109.6,El Chato 1,511.0,218.0,14.0,106.99,4378.25,24.01847761,0.51
2014,256.9,112.37,El Chato 1,528.0,243.2,17.0,109.6,4378.25,24.01847761,0.51
2014,264.2,112.74,El Chato 1,547.0,256.9,19.0,112.37,5435.0,23.95230645,1.02
2014,285.9,114.14,El Chato 1,580.0,264.2,33.0,112.74,4120.0,22.89525,1.105
2014,297.4,114.6,El Chato 1,603.0,285.9,23.0,114.14,4510.5,23.40795161,2.04
2014,272.5,115.4,El Chato 1,623.0,297.4,20.0,114.6,4510.5,23.40795161,2.04
2014,289.0,115.4,El Chato 1,637.0,272.5,14.0,115.4,5809.75,24.63806639,1.87
2014,306.1,115.5,El Chato 1,665.0,289.0,28.0,115.4,812.0,25.29908065,2.38
2015,300.3,117.82,El Chato 1,693.0,306.1,28.0,115.5,6090.765625,24.87911628,1.785
2015,302.2,118.02,El Chato 1,706.0,300.3,13.0,117.82,6090.765625,24.87911628,1.785
2015,411.1,131.0,El Chato 1,791.0,332.1,54.0,124.0,7294.376953,26.56,17.085
2015,435.1,133.92,El Chato 1,805.0,411.1,14.0,131.0,7294.376953,26.56,17.085
2015,441.1,136.5,El Chato 1,833.0,435.1,28.0,133.92,6679.048218,25.59,24.395
2015,459.1,137.78,El Chato 1,848.0,441.1,15.0,136.5,6599.776123,25.55,3.655
2015,493.1,139.0,El Chato 1,860.0,459.1,12.0,137.78,6599.776123,25.55,3.655
2015,517.1,141.5,El Chato 1,891.0,493.1,31.0,139.0,6465.332031,24.65,1.7
2015,568.9,144.5,El Chato 1,916.0,517.1,25.0,141.5,6399.824707,22.98,0.34
2015,589.8,145.0,El Chato 1,938.0,568.9,22.0,144.5,6330.882813,23.06,1.615
2015,580.4,145.0,El Chato 1,952.0,589.8,14.0,145.0,6330.882813,23.06,1.615
2015,635.5,148.0,El Chato 1,967.0,580.4,15.0,145.0,5593.109131,23.91,0.255
2015,632.9,148.0,El Chato 1,980.0,635.5,13.0,148.0,5593.109131,23.91,0.255
2015,672.9,149.0,El Chato 1,1002.0,632.9,22.0,148.0,5201.421387,24.54,18.53
2015,692.1,151.0,El Chato 1,1015.0,672.9,13.0,149.0,5201.421387,24.54,18.53
2016,803.1,161.0,El Chato 1,1063.0,692.1,48.0,151.0,7410.255301,25.7057,6.8
2016,842.4,164.0,El Chato 1,1070.0,803.1,7.0,161.0,7410.255301,25.7057,6.8
2016,840.8,166.0,El Chato 1,1099.0,842.4,29.0,164.0,7603.396554,27.2639,10.88
2016,993.1,171.0,El Chato 1,1140.0,840.8,41.0,166.0,7498.976423,28.2177,0.425
2016,816.1,171.0,El Chato 1,1183.0,993.1,43.0,171.0,8308.848214,26.5732,0.0
2016,793.9,171.0,El Chato 1,1197.0,816.1,14.0,171.0,8308.848214,26.5732,0.0
2016,991.8,172.0,El Chato 1,1231.0,793.9,34.0,171.0,8442.539063,24.1911,0.68
2016,909.7,172.0,El Chato 1,1247.0,991.8,16.0,172.0,7601.90625,22.6697,0.68
2016,788.8,172.0,El Chato 1,1268.0,909.7,21.0,172.0,6936.236607,22.6697,0.765
2016,854.2,172.0,El Chato 1,1287.0,788.8,19.0,172.0,6936.236607,22.6697,0.765
2016,1153.0,172.0,El Chato 1,1309.0,854.2,22.0,172.0,6039.982143,21.9633,0.85
2016,989.3,173.0,El Chato 1,1322.0,1153.0,13.0,172.0,6039.982143,21.9633,0.85
2016,934.3,173.0,El Chato 1,1337.0,989.3,15.0,173.0,5660.111607,22.0293,0.34
2016,825.0,173.0,El Chato 1,1350.0,934.3,13.0,173.0,5660.111607,22.0293,0.34
2016,782.0,173.0,El Chato 1,1365.0,825.0,15.0,173.0,5322.703997,21.92,0.2805
2017,975.0,173.0,El Chato 1,1427.0,921.4,21.0,173.0,5359.569057,25.8,2.901135
2017,1105.0,179.0,El Chato 1,1483.0,1078.0,14.0,178.0,8171.785714,27.4,13.58045
2017,1178.0,182.0,El Chato 1,1497.0,1105.0,14.0,179.0,8171.785714,27.4,13.58045
2017,1190.0,186.0,El Chato 1,1518.0,1178.0,21.0,182.0,8155.964286,26.9577,2.755785
2017,1268.0,189.0,El Chato 1,1547.0,1190.0,29.0,186.0,7712.236607,25.9928,2.42675
2017,1301.0,192.0,El Chato 1,1567.0,1268.0,20.0,189.0,7712.236607,25.9928,2.42675
2017,1134.0,194.0,El Chato 1,1591.0,1301.0,24.0,192.0,7244.395089,24.485,0.7565
2017,1212.0,194.0,El Chato 1,1633.0,1134.0,42.0,194.0,5375.065569,21.744,2.215695
2017,1473.0,198.0756303,El Chato 1,1651.0,1212.0,18.0,194.0,5375.065569,21.744,2.215695
2017,1320.0,198.0756303,El Chato 1,1672.0,1473.0,21.0,198.076,4755.8125,21.4466,1.258
2017,1209.0,198.0756303,El Chato 1,1701.0,1320.0,29.0,198.076,4518.544643,21.9264,0.11475
2017,1436.0,198.0756303,El Chato 1,1728.0,1209.0,27.0,198.076,4483.892857,22.2544,1.68725
2017,1468.0,198.0756303,El Chato 1,1744.0,1436.0,16.0,198.076,4483.892857,22.2544,1.68725
2018,1740.0,211.9327731,El Chato 1,2031.0,1691.0,33.0,211.933,4666.814174,23.11458333,0.4
2018,2061.0,215.1932773,El Chato 1,2059.0,1740.0,28.0,211.933,4381.333705,24.82459677,0.142857143
2018,1971.0,216.0084034,El Chato 1,2095.0,2061.0,36.0,215.193,4274.161412,24.3875,0.409090909
2019,1971.0,224.9747899,El Chato 1,2155.0,2151.0,27.0,216.008,6506.58125,25.69758065,16.0
2019,2604.0,246.9831933,El Chato 1,2241.0,2120.0,27.0,236.387,8631.134375,27.62083333,8.5
2019,3016.0,258.394958,El Chato 1,2277.0,2604.0,36.0,246.983,8739.532813,27.34475806,0.710526316
2019,2977.0,258.394958,El Chato 1,2309.0,3016.0,32.0,258.395,7680.784436,25.4,0.535714286
2019,3090.0,258.394958,El Chato 1,2337.0,2977.0,28.0,258.395,6670.723773,23.28225806,0.710526316
2019,2908.0,258.394958,El Chato 1,2374.0,3090.0,37.0,258.395,6251.732251,22.73387097,2.076923077
2019,3070.0,263.2857143,El Chato 1,2400.0,2908.0,26.0,258.395,6067.211719,22.50416667,0.666666667
2019,2544.0,263.2857143,El Chato 1,2430.0,3070.0,30.0,263.286,5939.189844,22.75204918,0.535714286
2019,3321.0,263.2857143,El Chato 1,2464.0,2544.0,34.0,263.286,6162.499023,23.89583333,0.111111111
2019,3410.0,263.2857143,El Chato 1,2491.0,3321.0,27.0,263.286,7165.225635,24.89919355,4.043478261
2020,3611.0,273.0672269,El Chato 1,2521.0,3410.0,30.0,263.286,7055.775,25.86895161,7.058823529
2020,3756.0,273.0672269,El Chato 1,2575.0,3611.0,21.0,273.067,8424.775,28.20967742,4.232142857
2020,3532.0,281.2184874,El Chato 1,2710.0,4182.0,79.0,281.218,6912.55,23.03427419,2.108108108
2020,3832.0,281.2184874,El Chato 1,2747.0,3532.0,37.0,281.218,6302.359375,21.97782258,1.1
2020,3982.0,281.2184874,El Chato 1,2773.0,3832.0,26.0,281.218,5586.4125,22.26666667,1.4
2020,4082.0,281.2184874,El Chato 1,2801.0,3982.0,28.0,281.218,5374.8,23.15322581,0.7
2020,3982.0,281.2184874,El Chato 1,2828.0,4082.0,27.0,281.218,4942.575,23.78958333,0.8
2020,4632.0,281.2184874,El Chato 1,2855.0,3982.0,27.0,281.218,3658.8125,24.7983871,1.542857143
2021,4182.0,282.8487395,El Chato 1,2890.0,4632.0,35.0,281.218,8815.85,26.67741935,3.428571429
2021,3832.0,285.2941176,El Chato 1,2918.0,4182.0,28.0,282.849,8778.85,27.38616071,38.8
2021,5970.0,306.487395,El Chato 1,3073.0,5982.0,29.0,303.227,7206.297168,24.08467742,1.170731707
2021,5170.0,308.1176471,El Chato 1,3115.0,5970.0,42.0,306.487,6790.78374,23.65322581,0.428571429
2021,4870.0,309.7478992,El Chato 1,3128.0,5170.0,13.0,308.118,6850.528906,23.39166667,1.0
2021,5370.0,311.3781513,El Chato 1,3207.0,4870.0,79.0,309.748,6920.575,23.36875,0.2
2017,87.5,76.0,El Chato 2,8.0,89.9,7.0,74.0,5342.927316,25.2,3.742635
2017,115.4,80.0,El Chato 2,27.0,87.5,19.0,76.0,5342.927316,25.2,3.742635
2017,118.4,84.0,El Chato 2,48.0,115.4,21.0,80.0,6653.929967,24.95,7.797475
2017,139.9,88.0,El Chato 2,77.0,118.4,29.0,84.0,8209.857143,26.6852,13.8312
2017,154.3,89.0,El Chato 2,98.0,139.9,21.0,88.0,7689.276786,26.6832,3.907535
2017,163.0,93.0,El Chato 2,132.0,154.3,34.0,89.0,6755.6875,25.6598,2.6435
2017,174.1,93.0,El Chato 2,147.0,163.0,15.0,93.0,6755.6875,25.6598,2.6435
2017,177.5,95.0,El Chato 2,174.0,174.1,27.0,93.0,5921.4375,24.08,1.4705
2017,165.9,96.0,El Chato 2,212.0,177.5,38.0,95.0,5048.429583,21.384,3.227195
2015,133.2,85.96,El Chato 2,81.0,90.5,70.0,76.97,8291.982143,26.35,26.775
2015,138.2,87.24,El Chato 2,94.0,133.2,13.0,85.96,8291.982143,26.35,26.775
2015,145.2,90.0,El Chato 2,110.0,138.2,16.0,87.24,8111.767857,25.44,23.885
2015,155.2,90.22,El Chato 2,122.0,145.2,12.0,90.0,8111.767857,25.44,23.885
2015,163.2,92.8,El Chato 2,138.0,155.2,16.0,90.22,7513.200893,25.38,4.165
2015,169.2,93.0,El Chato 2,150.0,163.2,12.0,92.8,7513.200893,25.38,4.165
2015,132.2,93.0,El Chato 2,177.0,169.2,27.0,93.0,6966.941964,24.39,2.125
2015,140.8,93.0,El Chato 2,204.0,132.2,27.0,93.0,6681.571429,22.64,0.85
